Dose in ,Sclera:1_1266, 178.101, nanoGy 
Dose in ,Choroidea:1_184, 203.099, nanoGy 
Dose in ,Sclera:1_1736, 277.847, nanoGy 
Dose in ,Sclera:1_511, 10.3506, nanoGy 
Dose in ,Glaskörper:1_1461, 146.058, nanoGy 
Dose in ,Choroidea:1_190, 0, picoGy 
Dose in ,Glaskörper:1_778, 0, picoGy 
Dose in ,Sclera:1_1722, 35.9258, nanoGy 
Dose in ,Sclera:1_505, 649.234, nanoGy 
Dose in ,Glaskörper:1_3276, 273.633, nanoGy 
Dose in ,Netzhaut:1_1216, 0, picoGy 
Dose in ,Glaskörper:1_4519, 200.053, nanoGy 
Dose in ,Glaskörper:1_5607, 178.698, nanoGy 
Dose in ,Kammerwasser:1_378, 397.78, nanoGy 
Dose in ,Choroidea:1_1097, 0, picoGy 
Dose in ,Glaskörper:1_2168, 162, nanoGy 
Dose in ,Netzhaut:1_803, 0, picoGy 
Dose in ,Glaskörper:1_5161, 59.1308, nanoGy 
Dose in ,Choroidea:1_1929, 52.9487, nanoGy 
Dose in ,Netzhaut:1_1570, 78.5834, nanoGy 
Dose in ,Glaskörper:1_3510, 101.83, nanoGy 
Dose in ,Sehnerv:1_189, 0, picoGy 
Dose in ,Sclera:1_263, 0, picoGy 
Dose in ,Applikator:1_853, 192.169, nanoGy 
Dose in ,Netzhaut:1_2079, 1.19571, microGy
Dose in ,Sclera:1_1044, 0, picoGy 
Dose in ,Glaskörper:1_6468, 484.471, nanoGy 
Dose in ,Glaskörper:1_1307, 0, picoGy 
Dose in ,Kammerwasser:1_56, 458.222, nanoGy 
Dose in ,Applikator:1_304, 287.227, nanoGy 
Dose in ,Choroidea:1_379, 598.133, nanoGy 
Dose in ,Sclera:1_934, 252.359, nanoGy 
Dose in ,Glaskörper:1_591, 133.354, nanoGy 
Dose in ,Glaskörper:1_1688, 194.762, nanoGy 
Dose in ,Glaskörper:1_1850, 0, picoGy 
Dose in ,Netzhaut:1_432, 41.8808, nanoGy 
Dose in ,Sehnerv:1_406, 268.576, nanoGy 
Dose in ,Glaskörper:1_2381, 78.2848, nanoGy 
Dose in ,Kammerwasser:1_191, 22.304, nanoGy 
Dose in ,Glaskörper:1_4928, 267.557, nanoGy 
Dose in ,Glaskörper:1_3921, 0, picoGy 
Dose in ,Glaskörper:1_5388, 0, picoGy 
Dose in ,Choroidea:1_1518, 154.893, nanoGy 
Dose in ,Netzhaut:1_1941, 981.819, nanoGy 
Dose in ,Applikator:1_23, 0, picoGy 
Dose in ,Linse:1_248, 55.3923, nanoGy 
Dose in ,Sehnerv:1_360, 0, picoGy 
Dose in ,Glaskörper:1_4096, 185.802, nanoGy 
Dose in ,Netzhaut:1_1799, 443.741, nanoGy 
Dose in ,Netzhaut:1_354, 223.324, nanoGy 
Dose in ,Choroidea:1_2011, 246.918, nanoGy 
Dose in ,Applikator:1_462, 0, picoGy 
Dose in ,Choroidea:1_2005, 117.898, nanoGy 
Dose in ,Applikator:1_476, 200.434, nanoGy 
Dose in ,Glaskörper:1_3935, 0, picoGy 
Dose in ,Netzhaut:1_1955, 0, picoGy 
Dose in ,Applikator:1_37, 94.5772, nanoGy 
Dose in ,Sehnerv:1_374, 0, picoGy 
Dose in ,Netzhaut:1_340, 158.401, nanoGy 
Dose in ,Glaskörper:1_4082, 144.447, nanoGy 
Dose in ,Netzhaut:1_426, 212.796, nanoGy 
Dose in ,Sehnerv:1_412, 542.943, nanoGy 
Dose in ,Kammerwasser:1_185, 185.091, nanoGy 
Dose in ,Glaskörper:1_2395, 18.0152, nanoGy 
Dose in ,Sclera:1_920, 47.8106, nanoGy 
Dose in ,Applikator:1_310, 269.717, nanoGy 
Dose in ,Kammerwasser:1_42, 122.304, nanoGy 
Dose in ,Glaskörper:1_585, 0, picoGy 
Dose in ,Glaskörper:1_1844, 250.942, nanoGy 
Dose in ,Glaskörper:1_4914, 22.3329, nanoGy 
Dose in ,Choroidea:1_1242, 0, picoGy 
Dose in ,Applikator:1_338, 0, picoGy 
Dose in ,Choroidea:1_345, 0, picoGy 
Dose in ,Sclera:1_908, 136.657, nanoGy 
Dose in ,Sclera:1_1291, 158.843, nanoGy 
Dose in ,Choroidea:1_423, 0, picoGy 
Dose in ,Choroidea:1_1524, 65.451, nanoGy 
Dose in ,Linse:1_274, 0, picoGy 
Dose in ,Netzhaut:1_368, 228.296, nanoGy 
Dose in ,Glaskörper:1_3909, 1.41537, nanoGy 
Dose in ,Netzhaut:1_1969, 64.4624, nanoGy 
Dose in ,Choroidea:1_1530, 159.079, nanoGy 
Dose in ,Sehnerv:1_348, 0, picoGy 
Dose in ,Linse:1_260, 197.524, nanoGy 
Dose in ,Sclera:1_1285, 488.817, nanoGy 
Dose in ,Choroidea:1_2039, 399.346, nanoGy 
Dose in ,Choroidea:1_437, 58.1635, nanoGy 
Dose in ,Choroidea:1_351, 296.127, nanoGy 
Dose in ,Glaskörper:1_1878, 111.877, nanoGy 
Dose in ,Glaskörper:1_4900, 154.553, nanoGy 
Dose in ,Choroidea:1_1256, 85.4555, nanoGy 
Dose in ,Kammerwasser:1_152, 464.143, nanoGy 
Dose in ,Glaskörper:1_2342, 138.345, nanoGy 
Dose in ,Sclera:1_2001, 125.943, nanoGy 
Dose in ,Glaskörper:1_4733, 127.856, nanoGy 
Dose in ,Sclera:1_1508, 181.405, nanoGy 
Dose in ,Glaskörper:1_1893, 97.4247, nanoGy 
Dose in ,Kammerwasser:1_95, 457.555, nanoGy 
Dose in ,Glaskörper:1_6124, 189.223, nanoGy 
Dose in ,Glaskörper:1_552, 164.262, nanoGy 
Dose in ,Glaskörper:1_6642, 266.122, nanoGy 
Dose in ,Glaskörper:1_234, 205.953, nanoGy 
Dose in ,Netzhaut:1_2253, 214.1, nanoGy 
Dose in ,Sclera:1_2767, 476.579, nanoGy 
Dose in ,Netzhaut:1_397, 104.348, nanoGy 
Dose in ,Glaskörper:1_4055, 112.207, nanoGy 
Dose in ,Glaskörper:1_2424, 122.15, nanoGy 
Dose in ,Netzhaut:1_1982, 32.0376, nanoGy 
Dose in ,Sclera:1_2773, 457.955, nanoGy 
Dose in ,Glaskörper:1_4041, 46.3477, nanoGy 
Dose in ,Netzhaut:1_383, 109.439, nanoGy 
Dose in ,Glaskörper:1_2430, 49.6615, nanoGy 
Dose in ,Kammerwasser:1_620, 0, picoGy 
Dose in ,Netzhaut:1_1996, 98.7227, nanoGy 
Dose in ,Glaskörper:1_1139, 73.7098, nanoGy 
Dose in ,Glaskörper:1_6656, 245.116, nanoGy 
Dose in ,Glaskörper:1_220, 64.7407, nanoGy 
Dose in ,Netzhaut:1_2247, 0, picoGy 
Dose in ,Glaskörper:1_1887, 63.0439, nanoGy 
Dose in ,Glaskörper:1_6130, 0, picoGy 
Dose in ,Kammerwasser:1_81, 9.02541, nanoGy 
Dose in ,Glaskörper:1_546, 37.9152, nanoGy 
Dose in ,Glaskörper:1_2356, 26.1338, nanoGy 
Dose in ,Kammerwasser:1_146, 210.298, nanoGy 
Dose in ,Parafovea:1_5, 154.406, nanoGy 
Dose in ,Glaskörper:1_5439, 126.43, nanoGy 
Dose in ,Sclera:1_2015, 56.0059, nanoGy 
Dose in ,Glaskörper:1_4727, 147.695, nanoGy 
Dose in ,Netzhaut:1_1028, 73.5487, nanoGy 
Dose in ,Glaskörper:1_3048, 12.506, nanoGy 
Dose in ,Sclera:1_713, 0, picoGy 
Dose in ,Sclera:1_1534, 0, picoGy 
Dose in ,Choroidea:1_386, 191.984, nanoGy 
Dose in ,Glaskörper:1_6118, 14.7672, nanoGy 
Dose in ,Glaskörper:1_1677, 18.1991, nanoGy 
Dose in ,Choroidea:1_1281, 166.87, nanoGy 
Dose in ,Glaskörper:1_5411, 57.4321, nanoGy 
Dose in ,Netzhaut:1_1000, 38.5855, nanoGy 
Dose in ,Glaskörper:1_3060, 0, picoGy 
Dose in ,Glaskörper:1_3706, 97.6167, nanoGy 
Dose in ,Glaskörper:1_4069, 142.915, nanoGy 
Dose in ,Netzhaut:1_1766, 252.968, nanoGy 
Dose in ,Glaskörper:1_5377, 89.6215, nanoGy 
Dose in ,Kammerwasser:1_608, 205.737, nanoGy 
Dose in ,Glaskörper:1_2418, 29.1159, nanoGy 
Dose in ,Glaskörper:1_1111, 144.861, nanoGy 
Dose in ,Glaskörper:1_208, 169.82, nanoGy 
Dose in ,Sclera:1_1252, 34.6576, nanoGy 
Dose in ,Glaskörper:1_1105, 2.28792, microGy
Dose in ,Applikator:1_489, 300.075, nanoGy 
Dose in ,Sclera:1_1246, 0, picoGy 
Dose in ,Glaskörper:1_3712, 180.726, nanoGy 
Dose in ,Netzhaut:1_1772, 0, picoGy 
Dose in ,Glaskörper:1_5363, 146.9, nanoGy 
Dose in ,Choroidea:1_1295, 27.7813, nanoGy 
Dose in ,Glaskörper:1_5405, 33.4025, nanoGy 
Dose in ,Netzhaut:1_1014, 50.4941, nanoGy 
Dose in ,Sclera:1_2029, 227.819, nanoGy 
Dose in ,Glaskörper:1_3074, 228.93, nanoGy 
Dose in ,Sclera:1_707, 99.4138, nanoGy 
Dose in ,Sclera:1_1520, 322.827, nanoGy 
Dose in ,Choroidea:1_392, 49.2683, nanoGy 
Dose in ,Glaskörper:1_1663, 118.63, nanoGy 
Dose in ,Sclera:1_1250, 189.945, nanoGy 
Dose in ,Glaskörper:1_1113, 170.608, nanoGy 
Dose in ,Glaskörper:1_5375, 50.8068, nanoGy 
Dose in ,Netzhaut:1_1764, 4.93426, nanoGy 
Dose in ,Sclera:1_2759, 525.652, nanoGy 
Dose in ,Glaskörper:1_3704, 71.0776, nanoGy 
Dose in ,Glaskörper:1_3062, 0, picoGy 
Dose in ,Netzhaut:1_1002, 144.122, nanoGy 
Dose in ,Glaskörper:1_5413, 136.639, nanoGy 
Dose in ,Choroidea:1_1283, 596.22, nanoGy 
Dose in ,Glaskörper:1_1675, 14.5293, nanoGy 
Dose in ,Choroidea:1_384, 0, picoGy 
Dose in ,Sclera:1_1536, 257.317, nanoGy 
Dose in ,Sclera:1_711, 143.632, nanoGy 
Dose in ,Glaskörper:1_1661, 0, picoGy 
Dose in ,Glaskörper:1_578, 93.2539, nanoGy 
Dose in ,Choroidea:1_390, 128.358, nanoGy 
Dose in ,Sclera:1_1522, 0, picoGy 
Dose in ,Sclera:1_705, 294.682, nanoGy 
Dose in ,Glaskörper:1_3076, 0, picoGy 
Dose in ,Glaskörper:1_4719, 5.79039, nanoGy 
Dose in ,Netzhaut:1_1016, 39.6112, nanoGy 
Dose in ,Glaskörper:1_5407, 46.4825, nanoGy 
Dose in ,Choroidea:1_1297, 0, picoGy 
Dose in ,Kammerwasser:1_178, 172.891, nanoGy 
Dose in ,Glaskörper:1_2368, 0, picoGy 
Dose in ,Glaskörper:1_5361, 204.159, nanoGy 
Dose in ,Netzhaut:1_1770, 216.41, nanoGy 
Dose in ,Sehnerv:1_389, 0, picoGy 
Dose in ,Glaskörper:1_3710, 67.1638, nanoGy 
Dose in ,Sclera:1_1244, 209.141, nanoGy 
Dose in ,Glaskörper:1_6668, 45.8569, nanoGy 
Dose in ,Glaskörper:1_1107, 58.5081, nanoGy 
Dose in ,Glaskörper:1_2426, 112.534, nanoGy 
Dose in ,Netzhaut:1_1980, 0, picoGy 
Dose in ,Glaskörper:1_5349, 61.7313, nanoGy 
Dose in ,Sclera:1_2765, 168.243, nanoGy 
Dose in ,Glaskörper:1_4057, 47.4228, nanoGy 
Dose in ,Netzhaut:1_1758, 154.798, nanoGy 
Dose in ,Netzhaut:1_395, 0, picoGy 
Dose in ,Glaskörper:1_3738, 139.453, nanoGy 
Dose in ,Linse:1_289, 0, picoGy 
Dose in ,Netzhaut:1_2251, 414.213, nanoGy 
Dose in ,Glaskörper:1_6640, 185.08, nanoGy 
Dose in ,Glaskörper:1_236, 117.864, nanoGy 
Dose in ,Glaskörper:1_1649, 76.1869, nanoGy 
Dose in ,Glaskörper:1_6126, 320.095, nanoGy 
Dose in ,Kammerwasser:1_97, 417.553, nanoGy 
Dose in ,Glaskörper:1_550, 155.374, nanoGy 
Dose in ,Glaskörper:1_1891, 2.36868, nanoGy 
Dose in ,Sclera:1_2003, 0, picoGy 
Dose in ,Glaskörper:1_4731, 249.158, nanoGy 
Dose in ,Glaskörper:1_2340, 20.5597, nanoGy 
Dose in ,Kammerwasser:1_150, 276.193, nanoGy 
Dose in ,Sclera:1_2017, 116.062, nanoGy 
Dose in ,Glaskörper:1_4725, 64.344, nanoGy 
Dose in ,Parafovea:1_7, 58.6132, nanoGy 
Dose in ,Kammerwasser:1_144, 582.581, nanoGy 
Dose in ,Glaskörper:1_2354, 32.3314, nanoGy 
Dose in ,Kammerwasser:1_83, 0, picoGy 
Dose in ,Glaskörper:1_6132, 48.0826, nanoGy 
Dose in ,Glaskörper:1_544, 0, picoGy 
Dose in ,Glaskörper:1_1885, 49.9161, nanoGy 
Dose in ,Sclera:1_739, 75.3911, nanoGy 
Dose in ,Netzhaut:1_2245, 257.97, nanoGy 
Dose in ,Sclera:1_1278, 95.1856, nanoGy 
Dose in ,Glaskörper:1_6654, 400.923, nanoGy 
Dose in ,Glaskörper:1_222, 184.686, nanoGy 
Dose in ,Kammerwasser:1_622, 71.6743, nanoGy 
Dose in ,Glaskörper:1_2432, 82.4824, nanoGy 
Dose in ,Netzhaut:1_1994, 0, picoGy 
Dose in ,Sclera:1_2771, 0, picoGy 
Dose in ,Netzhaut:1_381, 0, picoGy 
Dose in ,Glaskörper:1_4043, 81.378, nanoGy 
Dose in ,Linse:1_276, 140.601, nanoGy 
Dose in ,Choroidea:1_1526, 639.081, nanoGy 
Dose in ,Choroidea:1_421, 214.907, nanoGy 
Dose in ,Sclera:1_1293, 112.35, nanoGy 
Dose in ,Choroidea:1_347, 491.685, nanoGy 
Dose in ,Kammerwasser:1_68, 157.282, nanoGy 
Dose in ,Glaskörper:1_4916, 213.299, nanoGy 
Dose in ,Choroidea:1_1240, 211.279, nanoGy 
Dose in ,Sehnerv:1_438, 59.1593, nanoGy 
Dose in ,Glaskörper:1_4902, 0, picoGy 
Dose in ,Choroidea:1_1254, 250.12, nanoGy 
Dose in ,Netzhaut:1_418, 364.358, nanoGy 
Dose in ,Choroidea:1_353, 1.55443, microGy
Dose in ,Applikator:1_448, 169.02, nanoGy 
Dose in ,Choroidea:1_435, 0, picoGy 
Dose in ,Sclera:1_1287, 240.041, nanoGy 
Dose in ,Linse:1_262, 0, picoGy 
Dose in ,Choroidea:1_1532, 323.061, nanoGy 
Dose in ,Applikator:1_460, 205.307, nanoGy 
Dose in ,Choroidea:1_2013, 335.502, nanoGy 
Dose in ,Netzhaut:1_356, 43.7742, nanoGy 
Dose in ,Glaskörper:1_4094, 12.622, nanoGy 
Dose in ,Applikator:1_21, 231.512, nanoGy 
Dose in ,Sehnerv:1_362, 0, picoGy 
Dose in ,Netzhaut:1_1943, 0, picoGy 
Dose in ,Glaskörper:1_3923, 96.8164, nanoGy 
Dose in ,Kammerwasser:1_193, 0, picoGy 
Dose in ,Glaskörper:1_2383, 83.7715, nanoGy 
Dose in ,Sehnerv:1_404, 0, picoGy 
Dose in ,Netzhaut:1_430, 130.616, nanoGy 
Dose in ,Glaskörper:1_1852, 0, picoGy 
Dose in ,Sclera:1_936, 238.474, nanoGy 
Dose in ,Applikator:1_306, 233.415, nanoGy 
Dose in ,Kammerwasser:1_54, 174.403, nanoGy 
Dose in ,Glaskörper:1_593, 3.21586, nanoGy 
Dose in ,Glaskörper:1_1846, 189.545, nanoGy 
Dose in ,Kammerwasser:1_40, 265.293, nanoGy 
Dose in ,Applikator:1_312, 193.235, nanoGy 
Dose in ,Sclera:1_922, 0, picoGy 
Dose in ,Glaskörper:1_587, 133, nanoGy 
Dose in ,Glaskörper:1_2397, 48.3311, nanoGy 
Dose in ,Kammerwasser:1_187, 175.505, nanoGy 
Dose in ,Choroidea:1_1268, 241.958, nanoGy 
Dose in ,Glaskörper:1_3089, 30.2464, nanoGy 
Dose in ,Sehnerv:1_410, 482.403, nanoGy 
Dose in ,Netzhaut:1_424, 31.6106, nanoGy 
Dose in ,Glaskörper:1_4080, 148.503, nanoGy 
Dose in ,Netzhaut:1_342, 0, picoGy 
Dose in ,Applikator:1_35, 103.976, nanoGy 
Dose in ,Sehnerv:1_376, 0, picoGy 
Dose in ,Netzhaut:1_1957, 0, picoGy 
Dose in ,Glaskörper:1_3937, 11.4571, nanoGy 
Dose in ,Applikator:1_474, 147.146, nanoGy 
Dose in ,Choroidea:1_409, 614.285, nanoGy 
Dose in ,Choroidea:1_2007, 143.014, nanoGy 
Dose in ,Sclera:1_513, 264.507, nanoGy 
Dose in ,Sclera:1_1734, 150.075, nanoGy 
Dose in ,Choroidea:1_186, 0, picoGy 
Dose in ,Glaskörper:1_6318, 90.8775, nanoGy 
Dose in ,Glaskörper:1_1477, 111.757, nanoGy 
Dose in ,Choroidea:1_1081, 167.994, nanoGy 
Dose in ,Netzhaut:1_815, 0, picoGy 
Dose in ,Glaskörper:1_5611, 106.825, nanoGy 
Dose in ,Netzhaut:1_1200, 27.8556, nanoGy 
Dose in ,Glaskörper:1_3260, 81.401, nanoGy 
Dose in ,Glaskörper:1_3506, 116.913, nanoGy 
Dose in ,Netzhaut:1_1566, 0, picoGy 
Dose in ,Glaskörper:1_4269, 43.494, nanoGy 
Dose in ,Glaskörper:1_5177, 0, picoGy 
Dose in ,Kammerwasser:1_408, 335.043, nanoGy 
Dose in ,Glaskörper:1_2618, 65.2401, nanoGy 
Dose in ,Glaskörper:1_1311, 4.05281, nanoGy 
Dose in ,Sclera:1_1052, 124.011, nanoGy 
Dose in ,Choroidea:1_838, 2.70293, microGy
Dose in ,Sclera:1_275, 0, picoGy 
Dose in ,Cornea:1_238, 346.181, nanoGy 
Dose in ,Sclera:1_15, 219.361, nanoGy 
Dose in ,Applikator:1_845, 265.44, nanoGy 
Dose in ,Glaskörper:1_1305, 79.771, nanoGy 
Dose in ,Applikator:1_689, 172.077, nanoGy 
Dose in ,Sclera:1_1046, 216.829, nanoGy 
Dose in ,Applikator:1_851, 84.6316, nanoGy 
Dose in ,Sclera:1_261, 96.496, nanoGy 
Dose in ,Glaskörper:1_3512, 267.873, nanoGy 
Dose in ,Netzhaut:1_1572, 427.008, nanoGy 
Dose in ,Netzhaut:1_99, 0, picoGy 
Dose in ,Glaskörper:1_5163, 160.371, nanoGy 
Dose in ,Choroidea:1_1095, 239.914, nanoGy 
Dose in ,Netzhaut:1_801, 146.531, nanoGy 
Dose in ,Glaskörper:1_5605, 164.485, nanoGy 
Dose in ,Sclera:1_2229, 190.859, nanoGy 
Dose in ,Netzhaut:1_1214, 85.5141, nanoGy 
Dose in ,Glaskörper:1_3274, 29.1002, nanoGy 
Dose in ,Cornea:1_49, 0, picoGy 
Dose in ,Sclera:1_507, 121.276, nanoGy 
Dose in ,Choroidea:1_68, 350.491, nanoGy 
Dose in ,Sclera:1_1720, 0, picoGy 
Dose in ,Choroidea:1_192, 139.584, nanoGy 
Dose in ,Glaskörper:1_1463, 663.671, nanoGy 
Dose in ,Netzhaut:1_829, 222.267, nanoGy 
Dose in ,Kammerwasser:1_352, 426.62, nanoGy 
Dose in ,Glaskörper:1_2142, 11.7389, nanoGy 
Dose in ,Glaskörper:1_4533, 193.038, nanoGy 
Dose in ,Sclera:1_2201, 233.234, nanoGy 
Dose in ,Choroidea:1_40, 204.827, nanoGy 
Dose in ,Cornea:1_61, 288.332, nanoGy 
Dose in ,Sclera:1_1708, 11.6347, nanoGy 
Dose in ,Glaskörper:1_752, 143.969, nanoGy 
Dose in ,Glaskörper:1_6324, 0, picoGy 
Dose in ,Glaskörper:1_6442, 116.781, nanoGy 
Dose in ,Netzhaut:1_2053, 396.88, nanoGy 
Dose in ,Choroidea:1_804, 0, picoGy 
Dose in ,Sclera:1_249, 607.169, nanoGy 
Dose in ,Cornea:1_204, 0, picoGy 
Dose in ,Sclera:1_29, 403.095, nanoGy 
Dose in ,Applikator:1_879, 534.054, nanoGy 
Dose in ,Netzhaut:1_197, 228.728, nanoGy 
Dose in ,Glaskörper:1_4255, 64.8128, nanoGy 
Dose in ,Choroidea:1_1903, 0, picoGy 
Dose in ,Sclera:1_2567, 0, picoGy 
Dose in ,Kammerwasser:1_434, 348.607, nanoGy 
Dose in ,Glaskörper:1_2624, 151.776, nanoGy 
Dose in ,Glaskörper:1_4241, 38.3595, nanoGy 
Dose in ,Netzhaut:1_183, 0, picoGy 
Dose in ,Sclera:1_2573, 10.9646, nanoGy 
Dose in ,Choroidea:1_1917, 302.769, nanoGy 
Dose in ,Glaskörper:1_2630, 159.461, nanoGy 
Dose in ,Kammerwasser:1_420, 39.3254, nanoGy 
Dose in ,Glaskörper:1_1339, 88.6706, nanoGy 
Dose in ,Glaskörper:1_6456, 97.2639, nanoGy 
Dose in ,Netzhaut:1_2047, 265.878, nanoGy 
Dose in ,Cornea:1_210, 118.951, nanoGy 
Dose in ,Choroidea:1_810, 70.3865, nanoGy 
Dose in ,Cornea:1_75, 235.835, nanoGy 
Dose in ,Choroidea:1_54, 0, picoGy 
Dose in ,Glaskörper:1_746, 233.698, nanoGy 
Dose in ,Glaskörper:1_6330, 60.7318, nanoGy 
Dose in ,Glaskörper:1_2156, 45.522, nanoGy 
Dose in ,Kammerwasser:1_346, 170.54, nanoGy 
Dose in ,Glaskörper:1_5639, 228.942, nanoGy 
Dose in ,Netzhaut:1_1228, 149.51, nanoGy 
Dose in ,Glaskörper:1_4527, 0, picoGy 
Dose in ,Sclera:1_2215, 103.589, nanoGy 
Dose in ,Glaskörper:1_3248, 27.8413, nanoGy 
Dose in ,Choroidea:1_1042, 165.756, nanoGy 
Dose in ,Applikator:1_138, 484.093, nanoGy 
Dose in ,Choroidea:1_145, 16.5688, nanoGy 
Dose in ,Glaskörper:1_975, 70.2912, nanoGy 
Dose in ,Sclera:1_1091, 82.8762, nanoGy 
Dose in ,Applikator:1_886, 0, picoGy 
Dose in ,Choroidea:1_623, 0, picoGy 
Dose in ,Choroidea:1_1724, 281.343, nanoGy 
Dose in ,Sclera:1_2598, 0, picoGy 
Dose in ,Glaskörper:1_2803, 148.852, nanoGy 
Dose in ,Netzhaut:1_168, 107.78, nanoGy 
Dose in ,Choroidea:1_1730, 1.51304, microGy
Dose in ,Sehnerv:1_148, 31.664, nanoGy 
Dose in ,Glaskörper:1_2817, 29.7224, nanoGy 
Dose in ,Sclera:1_1085, 228.271, nanoGy 
Dose in ,Applikator:1_892, 626.639, nanoGy 
Dose in ,Choroidea:1_2239, 0, picoGy 
Dose in ,Choroidea:1_637, 0, picoGy 
Dose in ,Choroidea:1_151, 277.878, nanoGy 
Dose in ,Glaskörper:1_961, 111.494, nanoGy 
Dose in ,Choroidea:1_1056, 94.6937, nanoGy 
Dose in ,Glaskörper:1_791, 0, picoGy 
Dose in ,Applikator:1_104, 61.1598, nanoGy 
Dose in ,Choroidea:1_179, 266.616, nanoGy 
Dose in ,Sclera:1_1913, 143.93, nanoGy 
Dose in ,Glaskörper:1_1488, 46.9598, nanoGy 
Dose in ,Glaskörper:1_949, 55.5178, nanoGy 
Dose in ,Choroidea:1_83, 246.615, nanoGy 
Dose in ,Netzhaut:1_632, 422.328, nanoGy 
Dose in ,Sehnerv:1_606, 0, picoGy 
Dose in ,Glaskörper:1_5836, 79.7096, nanoGy 
Dose in ,Glaskörper:1_2181, 25.0038, nanoGy 
Dose in ,Kammerwasser:1_391, 113.84, nanoGy 
Dose in ,Glaskörper:1_5188, 32.7192, nanoGy 
Dose in ,Choroidea:1_1718, 118.915, nanoGy 
Dose in ,Sehnerv:1_160, 18.9634, nanoGy 
Dose in ,Netzhaut:1_1599, 115.091, nanoGy 
Dose in ,Glaskörper:1_4296, 0, picoGy 
Dose in ,Netzhaut:1_72, 66.4018, nanoGy 
Dose in ,Netzhaut:1_154, 0, picoGy 
Dose in ,Netzhaut:1_2090, 0, picoGy 
Dose in ,Choroidea:1_2211, 416.443, nanoGy 
Dose in ,Glaskörper:1_6481, 175.925, nanoGy 
Dose in ,Applikator:1_662, 0, picoGy 
Dose in ,Netzhaut:1_2084, 257.62, nanoGy 
Dose in ,Choroidea:1_2205, 86.2686, nanoGy 
Dose in ,Applikator:1_676, 219.997, nanoGy 
Dose in ,Glaskörper:1_6495, 0, picoGy 
Dose in ,Sehnerv:1_174, 0, picoGy 
Dose in ,Netzhaut:1_140, 204.588, nanoGy 
Dose in ,Netzhaut:1_66, 402.344, nanoGy 
Dose in ,Glaskörper:1_4282, 125.139, nanoGy 
Dose in ,Netzhaut:1_626, 65.5054, nanoGy 
Dose in ,Glaskörper:1_5822, 22.0959, nanoGy 
Dose in ,Sehnerv:1_612, 0, picoGy 
Dose in ,Kammerwasser:1_385, 382.173, nanoGy 
Dose in ,Glaskörper:1_2195, 78.7002, nanoGy 
Dose in ,Glaskörper:1_785, 63.414, nanoGy 
Dose in ,Applikator:1_110, 258.916, nanoGy 
Dose in ,Sclera:1_1907, 55.4739, nanoGy 
Dose in ,Choroidea:1_97, 262.281, nanoGy 
Dose in ,Glaskörper:1_1503, 171.597, nanoGy 
Dose in ,Sclera:1_1898, 236.183, nanoGy 
Dose in ,Sclera:1_1640, 74.3518, nanoGy 
Dose in ,Sclera:1_467, 212.212, nanoGy 
Dose in ,Glaskörper:1_3314, 120.479, nanoGy 
Dose in ,Sclera:1_2349, 104.244, nanoGy 
Dose in ,Netzhaut:1_1374, 201.172, nanoGy 
Dose in ,Glaskörper:1_5765, 115.634, nanoGy 
Dose in ,Netzhaut:1_961, 0, picoGy 
Dose in ,Choroidea:1_1693, 568.54, nanoGy 
Dose in ,Glaskörper:1_5003, 28.2922, nanoGy 
Dose in ,Netzhaut:1_1412, 197.879, nanoGy 
Dose in ,Glaskörper:1_3472, 39.2271, nanoGy 
Dose in ,Applikator:1_931, 504.853, nanoGy 
Dose in ,Sclera:1_301, 241.036, nanoGy 
Dose in ,Sehnerv:1_55, 0, picoGy 
Dose in ,Sclera:1_1126, 446.579, nanoGy 
Dose in ,Choroidea:1_794, 0, picoGy 
Dose in ,Glaskörper:1_1265, 67.9661, nanoGy 
Dose in ,Choroidea:1_958, 54.5629, nanoGy 
Dose in ,Sclera:1_315, 405.911, nanoGy 
Dose in ,Cornea:1_358, 144.374, nanoGy 
Dose in ,Applikator:1_925, 1.69234, microGy
Dose in ,Sehnerv:1_41, 0, picoGy 
Dose in ,Sclera:1_1132, 773.637, nanoGy 
Dose in ,Choroidea:1_780, 45.6582, nanoGy 
Dose in ,Glaskörper:1_168, 86.8405, nanoGy 
Dose in ,Glaskörper:1_1271, 25.0579, nanoGy 
Dose in ,Kammerwasser:1_568, 82.1436, nanoGy 
Dose in ,Choroidea:1_1687, 77.3886, nanoGy 
Dose in ,Glaskörper:1_2778, 108.655, nanoGy 
Dose in ,Glaskörper:1_5017, 0, picoGy 
Dose in ,Netzhaut:1_1406, 0, picoGy 
Dose in ,Glaskörper:1_4309, 35.7917, nanoGy 
Dose in ,Glaskörper:1_3466, 104.897, nanoGy 
Dose in ,Glaskörper:1_3300, 110.439, nanoGy 
Dose in ,Netzhaut:1_1360, 0, picoGy 
Dose in ,Glaskörper:1_5771, 36.7474, nanoGy 
Dose in ,Netzhaut:1_975, 132.593, nanoGy 
Dose in ,Glaskörper:1_1517, 0, picoGy 
Dose in ,Glaskörper:1_6278, 119.456, nanoGy 
Dose in ,Sclera:1_1654, 425.624, nanoGy 
Dose in ,Sclera:1_473, 213.112, nanoGy 
Dose in ,Glaskörper:1_5981, 99.3788, nanoGy 
Dose in ,Glaskörper:1_3328, 271.061, nanoGy 
Dose in ,Netzhaut:1_1348, 10.395, nanoGy 
Dose in ,Glaskörper:1_4447, 38.2906, nanoGy 
